15.9409,17.8289,62.7318,56.0887
16.6692,18.1479,59.9908,55.1028
16.6766,17.4013,59.9643,57.467
16.6716,17.5973,59.9822,56.8269
16.6401,17.4052,60.0959,57.4541
16.6762,17.7929,59.9658,56.2022
16.671,17.6051,59.9842,56.8017
16.6417,17.4699,60.0902,57.2413
16.684,17.5393,59.9376,57.0148
16.6337,17.2789,60.1188,57.8741
16.6673,17.7669,59.9977,56.2844
16.6852,17.572,59.9334,56.9087
16.6281,17.6215,60.1391,56.7489
16.6781,17.5625,59.9589,56.9395
16.674,17.63,59.9736,56.7215
16.6505,17.8036,60.0581,56.1684
16.6628,17.7743,60.0138,56.261
16.6854,17.7791,59.9327,56.2458
16.6244,18.0609,60.1527,55.3682
16.6711,18.4695,59.984,54.1433
16.67,17.7824,59.988,56.2354
16.6617,17.3575,60.018,57.612
16.6497,17.8484,60.061,56.0274
16.6681,17.4855,59.995,57.1902
16.6685,18.2082,59.9934,54.9203
16.6511,17.7427,60.056,56.3612
16.6728,17.5009,59.9779,57.1399
16.6757,17.6674,59.9673,56.6014
16.6547,17.5263,60.0433,57.0571
16.6608,17.2175,60.0213,58.0804
16.6635,17.4949,60.0113,57.1595
16.6544,17.578,60.0441,56.8893
16.6856,17.5102,59.9319,57.1096
16.6478,17.5277,60.0679,57.0526
16.6502,17.4266,60.0595,57.3835
16.6795,17.63,59.9538,56.7215
16.6739,17.9175,59.9739,55.8114
16.6234,17.8535,60.156,56.0114
16.7004,17.7934,59.8789,56.2006
16.6693,18.056,59.9905,55.3833
16.6445,17.6237,60.0797,56.7418
16.6522,17.8506,60.0521,56.0205
16.6589,17.9107,60.0281,55.8325
16.6778,17.9123,59.96,55.8276
16.6643,17.9167,60.0084,55.8138
16.667,17.887,59.9988,55.9065
16.6294,17.7012,60.1344,56.4933
16.6806,18.0576,59.95,55.3783
16.6576,17.5993,60.0325,56.8204
16.6627,18.1342,60.0144,55.1444
16.6683,17.7788,59.994,56.2468
16.6607,17.6907,60.0214,56.5269
16.667,18.3415,59.9986,54.5212
16.6432,17.344,60.0846,57.6568
16.6783,17.5271,59.9582,57.0545
16.679,17.4945,59.9557,57.1608
16.6269,17.6725,60.1434,56.5851
16.6827,17.6867,59.9425,56.5397
16.6705,17.3916,59.9863,57.499
16.6482,17.6473,60.0664,56.6659
16.6675,17.7359,59.9972,56.3828
16.6536,17.3227,60.0472,57.7277
16.6733,17.7719,59.9762,56.2686
16.6707,17.5744,59.9854,56.9009
16.6368,17.9038,60.1077,55.8541
16.6908,17.7298,59.9134,56.4022
16.6358,17.7906,60.1114,56.2095
16.6716,17.9114,59.9822,55.8304
16.6655,17.6039,60.0043,56.8056
16.6735,17.8712,59.9753,55.956
16.6442,17.5995,60.0811,56.8198
16.6769,17.8173,59.9632,56.1252
16.6467,17.7251,60.0718,56.4172
16.6662,17.7694,60.0017,56.2765
16.6566,17.5514,60.0362,56.9755
16.6709,17.6365,59.9846,56.7006
16.6637,17.3816,60.0108,57.5321
16.6475,17.5839,60.0692,56.8702
16.6787,17.7966,59.9566,56.1905
16.6804,17.8813,59.9508,55.9243
16.6249,17.4835,60.1506,57.1968
16.674,17.6876,59.9738,56.5368
16.6738,17.7664,59.9742,56.286
16.656,17.5449,60.0383,56.9966
16.659,17.832,60.0275,56.079
16.6637,17.8265,60.0108,56.0963
16.6707,17.5553,59.9855,56.9629
16.6779,17.6446,59.9596,56.6746
16.6256,17.7388,60.1481,56.3736
16.6885,17.7621,59.9214,56.2996
16.6494,17.918,60.0622,55.8098
16.6749,17.6748,59.9704,56.5777
16.6512,17.8656,60.0556,55.9735
16.6647,17.798,60.007,56.1861
16.6817,18.3093,59.946,54.6171
16.6229,17.6722,60.1578,56.5861
16.6724,17.8384,59.9792,56.0588
16.6699,17.799,59.9882,56.1829
16.6605,17.7009,60.0221,56.4943
16.6713,17.722,59.9832,56.427
16.6542,18.0801,60.045,55.3094
16.6525,18.0984,60.051,55.2535
16.667,17.6618,59.9987,56.6194
16.679,17.6436,59.9557,56.6778
16.6402,17.4493,60.0953,57.3089
16.678,17.7172,59.9592,56.4423
16.6404,18.3466,60.0948,54.506
16.669,18.3286,59.9914,54.5595
