15.9639,19.4355,62.6413,51.4522
16.668,18.3193,59.9953,54.5872
16.6944,17.862,59.9004,55.9848
16.6894,18.6006,59.9182,53.7617
16.6238,18.6886,60.1548,53.5086
16.6753,18.7606,59.9691,53.3032
16.6752,18.815,59.9692,53.1491
16.641,18.9402,60.0927,52.7978
16.6937,17.878,59.9028,55.9347
16.6022,18.4928,60.2329,54.0751
16.7183,18.5457,59.8147,53.9209
16.6748,18.4972,59.9708,54.0622
16.6195,18.1561,60.1703,55.0779
16.6559,18.6702,60.0387,53.5613
16.7051,18.6568,59.8621,53.5998
16.6755,19.8607,59.9684,50.3507
16.6051,18.5103,60.2225,54.024
21.7628,132.127,45.9499,7.56847
16.6991,18.2023,59.8836,54.9381
16.6271,18.3809,60.1427,54.4043
16.7115,19.4692,59.8389,51.3632
16.6052,18.2193,60.2222,54.8869
16.6936,18.933,59.9031,52.8178
16.6691,19.1431,59.9911,52.2381
16.6246,18.0714,60.1518,55.3361
16.7046,18.6891,59.8638,53.5071
16.6255,18.9509,60.1485,52.7679
16.6921,18.7751,59.9087,53.262
